"01-01-2016",6,6,5,6,5,6,5,6,6,7,7,7,7,6,6,5,6,6,5,6,6,6,6,6
"02-01-2016",6,7,7,6,7,6,7,6,6,7,7,7,8,9,9,7,7,6,5,6,6,6,6,6
"03-01-2016",6,7,7,6,7,6,7,6,7,6,6,7,8,8,7,8,8,7,8,8,8,7,7,8
"04-01-2016",7,6,7,7,7,7,7,7,7,9,11,9,7,7,7,7,6,6,7,7,5,7,8,9
"05-01-2016",8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6
"06-01-2016",7,7,8,8,7,7,7,6,6,5,7,6,6,7,7,8,8,8,7,7,6,6,6,6
"07-01-2016",6,6,6,7,6,6,7,6,6,6,7,8,6,7,10,6,6,7,6,5,6,6,7,7
"08-01-2016",6,7,7,6,7,6,7,7,7,8,7,7,7,6,5,6,7,6,6,6,6,6,6,6
"09-01-2016",6,6,6,6,6,6,6,7,6,8,7,7,7,7,7,7,7,7,6,6,6,7,6,6
"10-01-2016",6,6,6,6,6,4,6,7,7,6,7,8,7,7,8,7,7,6,6,6,6,6,6,6
"11-01-2016",6,6,6,6,6,6,6,6,6,7,8,8,7,7,7,6,6,6,6,8,7,6,6,6
"12-01-2016",6,5,4,6,6,6,6,6,6,6,8,7,6,7,6,7,6,7,6,6,6,6,6,7
"13-01-2016",6,6,6,6,5,5,5,6,6,6,5,7,6,18,6,12,36,47,26,11,7,6,6,6
"14-01-2016",6,6,6,6,6,6,7,7,10,14,27,17,7,6,7,6,6,7,6,6,6,10,10,9
"15-01-2016",8,8,9,9,10,8,7,7,8,7,8,9,10,8,8,7,7,7,6,7,7,7,6,6
"16-01-2016",7,6,7,9,8,8,8,8,8,9,9,8,8,7,7,7,6,6,7,6,6,7,6,6
"17-01-2016",6,7,7,-9999,7,7,7,7,7,7,7,8,7,7,7,7,7,6,6,5,6,7,6,6
"18-01-2016",7,7,7,7,7,7,9,9,13,13,9,8,11,12,10,12,10,10,9,10,19,29,26,15
"19-01-2016",17,13,17,17,18,18,17,14,13,12,11,13,12,11,10,10,10,11,11,10,9,9,8,8
"20-01-2016",9,7,9,9,7,7,8,8,7,7,7,7,7,-9999,-9999,2,2,2,2,2,2,2,2,2
"21-01-2016",2,2,2,2,2,2,2,2,2,2,3,3,2,2,5,3,3,2,2,2,2,2,2,2
"22-01-2016",2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,3,2,2,4,3,4,4,2,2
"23-01-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24-01-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"25-01-2016",2,2,2,2,2,2,2,2,2,2,4,5,4,8,4,4,3,2,2,2,2,2,2,2
"26-01-2016",2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,3,3,2,2,3,2,2
"27-01-2016",2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,2,3,3,2,2,2,2,2,2
"28-01-2016",2,2,2,2,2,2,2,2,2,2,10,9,5,5,6,9,5,4,4,2,2,2,2,2
"29-01-2016",2,2,2,2,2,2,-9999,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2
"30-01-2016",2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,2,2,2,2,2,2
"31-01-2016",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,2,3,2,2,2,2
"01-02-2016",2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,2,2,3,4,3,2,2,3,2
"02-02-2016",2,2,2,2,2,2,2,2,2,3,3,3,4,4,2,2,3,3,4,4,2,2,2,2
"03-02-2016",2,2,2,2,2,2,2,2,2,4,6,4,5,9,3,3,2,2,5,3,4,3,3,3
"04-02-2016",3,2,3,3,8,4,4,3,4,4,4,3,5,5,4,3,3,3,3,3,3,2,2,2
"05-02-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"06-02-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
"07-02-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2
"08-02-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"09-02-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,3,4,3,2,2,3,2,2
"10-02-2016",2,2,2,2,2,2,2,3,3,6,5,3,3,2,3,2,2,2,2,3,3,3,3,3
"11-02-2016",2,4,4,3,8,7,4,5,5,3,3,2,2,6,2,2,2,2,3,3,3,2,2,3
"12-02-2016",2,2,2,3,2,2,3,2,2,5,4,5,5,6,5,5,3,6,3,2,4,4,2,3
"13-02-2016",2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2
"14-02-2016",2,3,2,2,3,2,2,2,3,6,6,6,5,5,-9999,4,3,3,3,3,3,2,4,6
"15-02-2016",3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2
"16-02-2016",2,2,3,2,2,2,2,2,2,3,2,4,4,2,2,2,2,2,2,3,4,4,5,3
"17-02-2016",2,4,2,2,2,2,2,2,2,3,4,5,10,6,8,6,5,5,3,2,2,3,2,2
"18-02-2016",2,2,2,2,2,2,2,2,3,5,4,3,4,3,2,3,3,2,3,3,4,4,4,4
"19-02-2016",5,5,6,4,4,3,3,2,4,5,4,3,3,3,3,2,2,2,3,3,2,2,2,2
"20-02-2016",2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,5,4,2,3,3,2,2,2,2
"21-02-2016",2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,-9999,2,2,2,2
"22-02-2016",2,2,2,2,2,2,2,2,4,11,4,3,3,3,2,2,5,8,4,3,2,2,2,2
"23-02-2016",2,2,2,2,2,2,2,2,3,4,7,4,3,3,2,3,4,3,3,3,3,3,3,3
"24-02-2016",2,4,4,3,4,3,3,3,4,4,6,8,6,6,6,4,4,4,4,3,2,3,2,3
"25-02-2016",2,2,2,2,2,2,2,2,4,15,13,5,-9999,-9999,-9999,3,4,4,3,3,3,3,3,2
"26-02-2016",2,3,4,2,2,2,3,3,3,5,5,6,8,6,4,3,3,4,5,4,3,4,4,4
"27-02-2016",3,4,3,3,3,3,3,3,4,8,5,3,3,3,3,3,3,3,4,7,5,5,3,2
"28-02-2016",2,3,2,2,2,2,3,2,3,4,3,5,6,5,3,3,3,3,4,3,3,2,3,3
"29-02-2016",2,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2
"01-03-2016",2,4,2,4,2,3,3,4,6,7,5,4,5,3,3,3,4,4,4,3,4,3,2,2
"02-03-2016",3,3,3,3,3,3,2,2,5,12,4,4,3,4,3,4,3,3,6,4,3,3,3,3
"03-03-2016",2,3,3,2,2,3,3,2,3,29,9,4,5,12,8,5,4,4,4,4,3,3,3,4
"04-03-2016",3,4,4,4,4,4,4,5,5,3,4,4,3,4,3,3,3,3,4,3,3,3,2,2
"05-03-2016",2,3,2,2,2,3,2,2,3,4,2,3,3,3,3,2,3,3,3,4,3,3,3,2
"06-03-2016",2,2,3,3,3,3,2,3,4,4,3,3,3,3,5,7,7,8,7,4,4,4,3,3
"07-03-2016",2,3,3,2,2,4,3,3,3,4,4,4,4,3,4,4,3,3,4,2,3,3,2,3
"08-03-2016",4,3,2,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3
"09-03-2016",2,4,2,2,4,2,4,3,3,4,4,4,4,3,4,4,3,4,3,3,4,3,2,2
"10-03-2016",3,2,3,3,3,3,3,3,4,3,3,3,3,4,6,9,7,7,3,3,5,7,3,2
"11-03-2016",2,3,3,2,2,2,2,3,3,6,4,4,5,5,4,3,5,4,2,2,3,2,2,3
"12-03-2016",2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"13-03-2016",2,3,2,2,2,2,3,3,2,3,3,3,4,4,4,3,2,2,3,2,2,3,2,3
"14-03-2016",3,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15-03-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"16-03-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"17-03-2016",2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2
"18-03-2016",2,2,2,2,2,2,2,2,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,3
"19-03-2016",2,3,2,2,2,2,2,2,2,4,2,5,6,6,6,4,4,4,5,3,3,2,3,2
"20-03-2016",2,2,3,2,2,2,2,2,3,3,4,4,4,4,4,5,4,5,4,3,3,3,2,2
"21-03-2016",2,2,2,2,2,2,2,2,5,5,4,4,4,3,3,3,3,3,5,4,4,3,2,4
"22-03-2016",2,3,2,2,3,3,3,3,3,5,4,6,4,6,6,5,4,5,4,4,4,4,6,4
"23-03-2016",3,4,3,3,4,4,4,4,5,3,4,3,5,7,4,6,7,4,3,3,5,3,4,2
"24-03-2016",3,3,3,3,3,4,3,3,4,4,3,4,4,5,5,4,4,3,4,3,3,3,3,3
"25-03-2016",2,4,3,2,2,3,2,2,2,3,4,3,4,2,3,3,3,2,2,2,2,2,2,2
"26-03-2016",2,2,2,2,2,2,2,3,4,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2
"27-03-2016",3,2,2,2,2,2,2,2,3,3,2,4,3,2,3,2,2,2,2,2,2,2,2,2
"28-03-2016",2,2,2,2,2,2,3,3,-9999,5,4,3,3,2,2,2,3,3,3,2,2,2,2,3
"29-03-2016",3,2,2,2,2,2,2,2,2,4,6,6,2,3,3,3,2,3,3,4,3,2,2,2
"30-03-2016",2,2,2,2,2,2,2,2,3,5,4,3,2,2,2,2,2,6,3,2,3,3,2,2
"31-03-2016",2,2,2,2,2,2,2,2,2,8,5,9,-9999,-9999,-9999,-9999,3,3,2,3,2,3,2,2
"01-04-2016",2,2,2,2,2,2,3,3,3,8,5,8,4,4,5,6,10,6,4,4,3,3,3,2
"02-04-2016",2,2,2,2,3,2,2,2,2,3,4,4,5,6,5,5,6,7,5,3,4,2,2,2
"03-04-2016",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"04-04-2016",2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,4,3,4,3,4,3,4,3,2
"05-04-2016",2,2,3,2,2,2,3,3,3,4,5,4,3,3,3,3,3,3,3,4,4,3,2,2
"06-04-2016",2,2,2,2,3,2,3,2,2,3,3,4,4,3,2,3,3,4,4,3,3,4,4,3
"07-04-2016",3,3,2,2,2,2,2,2,3,4,7,6,5,5,6,6,6,4,5,4,3,3,4,4
"08-04-2016",3,4,3,3,3,2,3,3,3,6,4,5,6,4,5,4,4,6,8,7,5,4,4,4
"09-04-2016",3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3
"10-04-2016",2,3,3,3,2,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,2
"11-04-2016",2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3
"12-04-2016",2,2,2,2,2,2,2,2,-9999,3,6,3,3,3,3,3,3,3,4,3,3,3,2,2
"13-04-2016",2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,3,3
"14-04-2016",3,2,2,2,3,2,2,2,3,3,4,7,7,8,15,11,4,4,3,4,4,3,6,3
"15-04-2016",3,3,3,4,6,6,3,4,5,6,5,3,3,3,3,3,3,4,8,4,11,9,5,4
"16-04-2016",3,3,3,3,2,3,2,2,4,6,8,10,8,7,6,4,3,6,4,3,3,3,3,3
"17-04-2016",3,2,2,2,2,2,2,2,4,4,5,5,4,4,6,8,14,22,11,7,7,6,4,4
"18-04-2016",3,3,2,2,2,2,2,3,3,4,4,5,6,7,6,7,8,6,6,5,6,5,4,4
"19-04-2016",4,4,3,3,2,3,3,3,11,10,17,12,10,9,4,5,8,32,67,28,8,14,20,21
"20-04-2016",23,22,18,13,17,31,28,18,37,29,20,9,6,7,7,7,6,5,4,4,7,7,4,8
"21-04-2016",5,5,5,3,2,2,2,2,3,2,3,4,4,3,3,3,3,3,3,3,2,3,2,2
"22-04-2016",2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,4,5,4,4,4,5,8,4,4
"23-04-2016",4,3,3,4,4,4,3,4,5,9,12,9,8,5,4,4,4,3,3,4,4,4,4,4
"24-04-2016",3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3
"25-04-2016",2,2,3,3,2,3,3,3,3,3,3,4,5,5,5,4,4,4,5,6,4,4,3,3
"26-04-2016",3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"27-04-2016",3,3,2,2,2,2,2,3,2,2,3,-9999,-9999,-9999,3,3,4,3,3,5,4,4,4,4
"28-04-2016",3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,6,11,6,5,5,4
"29-04-2016",4,4,4,3,3,3,3,3,4,4,5,4,5,5,6,5,5,4,5,5,5,4,4,4
"30-04-2016",3,3,3,3,4,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3
"01-05-2016",3,3,3,2,2,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3
"02-05-2016",3,3,2,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,3,3
"03-05-2016",4,3,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3
"04-05-2016",3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,3,4,4,3,3,3
"05-05-2016",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
"06-05-2016",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3
"07-05-2016",2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3
"08-05-2016",2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,3
"09-05-2016",3,3,3,3,3,3,2,3,6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
"10-05-2016",3,3,3,3,2,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,6,7,5,5
