gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3067852641	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72048583	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.662224	22.940277							2021-03-25T13:25:00	25	3	2021	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	72048583		Panagiotis Rafailidis	2021-03-25T22:36:58	CC_BY_NC_4_0	Panagiotis Rafailidis	Panagiotis Rafailidis			2021-04-04T11:37:19.213Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3067770188	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/56933781	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus lucorum		SPECIES	Bombus lucorum (Linnaeus, 1761)	Bombus lucorum		GR		Epirus and Western Macedonia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.980085	21.110927	8.0						2020-08-19T12:22:00	19	8	2020	1340298	1340298	HUMAN_OBSERVATION	iNaturalist	Observations	56933781		NABU Nordvorpommern	2021-03-23T16:35:36	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:31:40.474Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3061680669	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71501078	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.651822	22.969822	488.0						2021-03-18T12:13:00	18	3	2021	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	71501078		Kostas Zontanos	2021-03-18T18:41:39	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T11:06:35.332Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3061601740	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71501132	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.651887	22.968535	244.0						2021-03-18T12:18:00	18	3	2021	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	71501132		Kostas Zontanos	2021-03-18T18:42:39	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T11:27:40.921Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3058914425	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/40956697	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.651497	22.968238							2020-03-29T11:49:00	29	3	2020	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	40956697		Jelle Devalez	2020-08-11T23:59:50	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T11:22:38.894Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3039473638	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69155513	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Attica	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.972343	23.723371	186.0						2021-02-06T15:10:00	6	2	2021	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	69155513		Stavros Apostolou	2021-02-06T19:32:21	CC_BY_NC_4_0	Stavros Apostolou	Stavros Apostolou			2021-04-04T11:05:54.919Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3039441092	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69418970	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus argillaceus		SPECIES	Bombus argillaceus (Scopoli, 1763)	Bombus argillaceus		GR		Attica	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.301808	23.817207	28270.0						2020-05-20T12:23:00	20	5	2020	1340531	1340531	HUMAN_OBSERVATION	iNaturalist	Observations	69418970		dactylor	2021-02-11T18:14:47	CC_BY_NC_4_0	Evanna	Evanna			2021-04-04T11:33:08.721Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3039332953	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69320438	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.839644	22.921782							2021-02-09T11:46:00	9	2	2021	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	69320438		Panagiotis Rafailidis	2021-02-09T20:41:50	CC_BY_NC_4_0	Panagiotis Rafailidis	Panagiotis Rafailidis			2021-04-04T11:05:19.982Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031958058	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/65591669	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus rupestris		SPECIES	Bombus rupestris (Fabricius, 1793)	Bombus rupestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.907194	21.824312	31.0						2020-06-21T09:13:00	21	6	2020	1340344	1340344	HUMAN_OBSERVATION	iNaturalist	Observations	65591669		John Ascher	2021-01-21T14:48:03	CC_BY_NC_4_0	yotis	yotis			2021-04-04T11:27:41.798Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031847074	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/66780013	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Aegean	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.92503	25.435863	8.0						2020-12-19T11:43:10	19	12	2020	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	66780013		Jelle Devalez	2020-12-29T19:12:01	CC_BY_NC_4_0	surfelife	surfelife			2021-04-04T11:01:38.711Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031737944	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/68676423	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Aegean	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.879169	27.208481	1589.0						2020-06-02T09:16:00	2	6	2020	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	68676423		John Ascher	2021-01-27T14:59:21	CC_BY_NC_4_0	Harrys Reisis	Harrys Reisis			2021-04-04T11:31:03.062Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031668486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/27567218	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.827985	20.682951	175.0						2019-06-24T16:54:24	24	6	2019	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	27567218		Jelle Devalez	2020-10-10T17:45:59	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:38:43.012Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031625460	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/27633424	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.795778	20.717418	15.0						2019-06-25T17:04:00	25	6	2019	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	27633424		Jelle Devalez	2020-10-10T17:45:15	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:25:07.121Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031623217	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67748722	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus argillaceus		SPECIES	Bombus argillaceus (Scopoli, 1763)	Bombus argillaceus		GR		Crete	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.531032	24.062068	61.0						2020-04-20T10:38:00	20	4	2020	1340531	1340531	HUMAN_OBSERVATION	iNaturalist	Observations	67748722		fotis-samaritakis	2021-01-08T14:28:34	CC_BY_NC_4_0	fotis-samaritakis	fotis-samaritakis			2021-04-04T11:04:42.053Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031597261	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67748724	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Crete	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.567939	24.117497	1953.0						2020-04-22T13:52:00	22	4	2020	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	67748724		fotis-samaritakis	2021-01-08T14:28:34	CC_BY_NC_4_0	fotis-samaritakis	fotis-samaritakis			2021-04-04T11:04:51.251Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3031578222	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67748723	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus niveatus		SPECIES	Bombus niveatus Kriechbaumer, 1870	Bombus niveatus		GR		Crete	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.32855	23.907927	488.0						2019-08-14T11:32:00	14	8	2019	1340545	1340545	HUMAN_OBSERVATION	iNaturalist	Observations	67748723		fotis-samaritakis	2021-01-08T14:28:34	CC_BY_NC_4_0	fotis-samaritakis	fotis-samaritakis			2021-04-04T11:52:07.424Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3014062634	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/67039358	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus pascuorum		SPECIES	Bombus pascuorum (Scopoli, 1763)	Bombus pascuorum		GR		Epirus and Western Macedonia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.630788	21.373871	488.0						2020-07-19T10:24:00	19	7	2020	1340405	1340405	HUMAN_OBSERVATION	iNaturalist	Observations	67039358		Kostas Zontanos	2020-12-25T10:37:53	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T11:02:47.102Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2980863886	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/63985544	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus rupestris		SPECIES	Bombus rupestris (Fabricius, 1793)	Bombus rupestris		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.339977	23.232239							2017-06-29T11:34:00	29	6	2017	1340344	1340344	HUMAN_OBSERVATION	iNaturalist	Observations	63985544		djhiker	2020-11-01T19:56:13	CC_BY_NC_4_0	djhiker	djhiker			2021-04-04T11:24:02.062Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2901723719	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62774200	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.157456	20.768971	112.0						2019-07-31T00:00:00	31	7	2019	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	62774200		Jelle Devalez	2020-10-24T08:53:42	CC_BY_NC_4_0	vpt0691	vpt0691			2021-04-04T11:31:13.915Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898495337	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/22368891	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.7996	20.72131	1.0						2019-04-12T17:26:46	12	4	2019	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	22368891		Jelle Devalez	2020-10-10T17:49:43	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T10:48:33.834Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898396471	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/59067377	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus			GENUS	Bombus Latreille, 1802	Bombus		GR		Epirus and Western Macedonia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.978263	20.740693	305.0						2020-09-09T10:53:24	9	9	2020	1340278		HUMAN_OBSERVATION	iNaturalist	Observations	59067377		neylon	2020-09-13T14:05:10	CC_BY_NC_4_0	bryonystreets	bryonystreets			2021-04-04T11:01:12.635Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898347324	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19570631	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.655105	20.566625	453.0						2012-05-01T16:56:00	1	5	2012	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	19570631		Jelle Devalez	2020-10-10T17:24:43	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:19:40.655Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898343758	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62250094	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Aegean	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.02325	26.435821	15.0						2020-10-10T14:40:00	10	10	2020	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	62250094		Jelle Devalez	2020-10-14T21:30:30	CC_BY_NC_4_0	Σάββας Ζαφειρίου (Savvas Zafeiriou)	Σάββας Ζαφειρίου (Savvas Zafeiriou)			2021-04-04T11:37:38.689Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898334335	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/27416127	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.832992	20.67654	3.0						2019-06-22T07:13:43	22	6	2019	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	27416127		Jelle Devalez	2020-10-10T17:46:53	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:30:28.919Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898287876	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/62338790	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Aegean	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.022986	26.435149	15.0						2020-10-10T21:07:00	10	10	2020	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	62338790		Jelle Devalez	2020-10-14T21:28:44	CC_BY_NC_4_0	Σάββας Ζαφειρίου (Savvas Zafeiriou)	Σάββας Ζαφειρίου (Savvas Zafeiriou)			2021-04-04T11:02:01.328Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2898246330	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/26791989	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.337792	20.717837	101079.0						2019-06-04T10:33:08	4	6	2019	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	26791989		Jelle Devalez	2020-10-10T17:47:29	CC_BY_NC_4_0	agelikividalis	agelikividalis			2021-04-04T11:17:05.471Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2883135311	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/9109975	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus barbutellus		SPECIES	Bombus barbutellus (Kirby, 1802)	Bombus barbutellus		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.593454	23.121071	244.0						2016-07-03T09:29:00	3	7	2016	1340434	1340434	HUMAN_OBSERVATION	iNaturalist	Observations	9109975		Kostas Zontanos	2017-12-11T08:55:35	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T11:33:00.138Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2882942314	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/12425146	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus pascuorum		SPECIES	Bombus pascuorum (Scopoli, 1763)	Bombus pascuorum		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.76598	22.931712	5.0						2018-05-13T13:36:55	13	5	2018	1340405	1340405	HUMAN_OBSERVATION	iNaturalist	Observations	12425146		Jelle Devalez	2020-08-26T10:55:10	CC0_1_0	tikitu	tikitu			2021-04-04T10:46:00.889Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2873888393	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/48443509	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.121018	24.042721	9.0						2020-05-28T12:27:23	28	5	2020	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	48443509		Jelle Devalez	2020-08-22T10:57:51	CC_BY_NC_4_0	korpachov	korpachov			2021-04-04T10:55:42.652Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2856760315	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/16706792	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris		SPECIES	Bombus terrestris (Linnaeus, 1758)	Bombus terrestris		GR		Peloponnese, Western Greece and the Ionian Islands	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.687783	23.053019	202.0						2018-07-20T04:56:00	20	7	2018	1340503	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	16706792		Chris Taklis	2019-01-23T13:51:52	CC_BY_NC_4_0	kha	kha			2021-04-04T11:27:32.397Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2856533309	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/14280823	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus terrestris	dalmatinus	SUBSPECIES	Bombus terrestris dalmatinus Dalla Torre, 1882	Bombus terrestris dalmatinus		GR		Macedonia and Thrace	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.59374	23.127855	244.0						2018-07-08T10:03:00	8	7	2018	10900042	1340503	HUMAN_OBSERVATION	iNaturalist	Observations	14280823		Jelle Devalez	2020-08-22T12:47:38	CC_BY_NC_4_0	Kostas Zontanos	Kostas Zontanos			2021-04-04T10:45:43.028Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2856523306	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/5256577	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus argillaceus		SPECIES	Bombus argillaceus (Scopoli, 1763)	Bombus argillaceus		GR		Crete	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.33568	25.054842	577.0						2010-02-24T00:00:00	24	2	2010	1340531	1340531	HUMAN_OBSERVATION	iNaturalist	Observations	5256577		Agapakis Nikos	2020-07-18T14:04:39	CC_BY_NC_4_0	Steve Daniels	Steve Daniels			2021-04-04T10:44:54.014Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2851290412	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/56213025	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus pascuorum		SPECIES	Bombus pascuorum (Scopoli, 1763)	Bombus pascuorum		GR		Epirus and Western Macedonia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.978028	21.120716	8.0						2020-08-10T11:30:00	10	8	2020	1340405	1340405	HUMAN_OBSERVATION	iNaturalist	Observations	56213025		Jelle Devalez	2020-08-16T13:34:55	CC_BY_NC_4_0	Papageorgiou Nikolaos	Papageorgiou Nikolaos			2021-04-04T11:22:30.316Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
